URL,package,cran_name
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-biasedurn/r-cran-biasedurn_1.07-2.dsc,biasedurn,r-cran-biasedurn
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bindr/r-cran-bindr_0.1-1.dsc,bindr,r-cran-bindr
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bindrcpp/r-cran-bindrcpp_0.2-1.dsc,bindrcpp,r-cran-bindrcpp
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bio3d/r-cran-bio3d_2.3-4-1.dsc,bio3d,r-cran-bio3d
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bit/r-cran-bit_1.1-12-2.dsc,bit,r-cran-bit
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bit64/r-cran-bit64_0.9-7-2.dsc,bit64,r-cran-bit64
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-blob/r-cran-blob_1.1.0-3.dsc,blob,r-cran-blob
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-blockmodeling/r-cran-blockmodeling_0.1.9-1.dsc,blockmodeling,r-cran-blockmodeling
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bms/r-cran-bms_0.3.4-3.dsc,bms,r-cran-bms
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bold/r-cran-bold_0.5.0-1.dsc,bold,r-cran-bold
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-boolnet/r-cran-boolnet_2.1.3-2.dsc,boolnet,r-cran-boolnet
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-bradleyterry2/r-cran-bradleyterry2_1.0-8-1.dsc,bradleyterry2,r-cran-bradleyterry2
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-brew/r-cran-brew_1.0-6-2.dsc,brew,r-cran-brew
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-brglm/r-cran-brglm_0.6.1-1.dsc,brglm,r-cran-brglm
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-broom/r-cran-broom_0.4.3-1.dsc,broom,r-cran-broom
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-ca/r-cran-ca_0.70-2.dsc,ca,r-cran-ca
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-cairo/r-cran-cairo_1.5-9-2.dsc,cairo,r-cran-cairo
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-calibrate/r-cran-calibrate_1.7.2-2.dsc,calibrate,r-cran-calibrate
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-cardata/r-cran-cardata_3.0.1-1.dsc,cardata,r-cran-cardata
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-caret/r-cran-caret_6.0-78+dfsg1-1.dsc,caret,r-cran-caret
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-cellranger/r-cran-cellranger_1.1.0-1.1.dsc,cellranger,r-cran-cellranger
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-checkmate/r-cran-checkmate_1.8.5-1ubuntu1.dsc,checkmate,r-cran-checkmate
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-class/r-cran-class_7.3-14-2build1.dsc,class,r-cran-class
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-cli/r-cran-cli_1.0.0-1.dsc,cli,r-cran-cli
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-clustergeneration/r-cran-clustergeneration_1.3.4-1.dsc,clustergeneration,r-cran-clustergeneration
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-cmprsk/r-cran-cmprsk_2.2-7-3.dsc,cmprsk,r-cran-cmprsk
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-coin/r-cran-coin_1.2-1-1ubuntu1.dsc,coin,r-cran-coin
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-contfrac/r-cran-contfrac_1.1-11-1.dsc,contfrac,r-cran-contfrac
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-conting/r-cran-conting_1.6-2.dsc,conting,r-cran-conting
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-corpcor/r-cran-corpcor_1.6.9-1.dsc,corpcor,r-cran-corpcor
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-crayon/r-cran-crayon_1.3.4-2.dsc,crayon,r-cran-crayon
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-crosstalk/r-cran-crosstalk_1.0.0+dfsg-1.dsc,crosstalk,r-cran-crosstalk
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-crul/r-cran-crul_0.5.0-1.dsc,crul,r-cran-crul
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-cubature/r-cran-cubature_1.3-11-1build1.dsc,cubature,r-cran-cubature
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-curl/r-cran-curl_3.1-2.dsc,curl,r-cran-curl
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-cvst/r-cran-cvst_0.2-1-1.dsc,cvst,r-cran-cvst
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-data.table/r-cran-data.table_1.10.4-3-1.dsc,data.table,r-cran-data.table
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dbitest/r-cran-dbitest_1.5-2-1.dsc,dbitest,r-cran-dbitest
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dbplyr/r-cran-dbplyr_1.2.0-1.dsc,dbplyr,r-cran-dbplyr
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-ddalpha/r-cran-ddalpha_1.3.1-1.dsc,ddalpha,r-cran-ddalpha
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-deal/r-cran-deal_1:1.2-37-3.dsc,deal,r-cran-deal
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-deldir/r-cran-deldir_0.1-15-1.dsc,deldir,r-cran-deldir
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-deoptimr/r-cran-deoptimr_1.0-8-1build1.dsc,deoptimr,r-cran-deoptimr
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-desc/r-cran-desc_1.1.1-1.dsc,desc,r-cran-desc
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-desolve/r-cran-desolve_1.20-1.dsc,desolve,r-cran-desolve
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-devtools/r-cran-devtools_1.13.4-1.dsc,devtools,r-cran-devtools
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-diagnosismed/r-cran-diagnosismed_0.2.3-5.dsc,diagnosismed,r-cran-diagnosismed
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dichromat/r-cran-dichromat_1:2.0-0-1.dsc,dichromat,r-cran-dichromat
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-digest/r-cran-digest_0.6.15-1.dsc,digest,r-cran-digest
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dimred/r-cran-dimred_0.1.0-1.dsc,dimred,r-cran-dimred
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-distory/r-cran-distory_1.4.3-1.dsc,distory,r-cran-distory
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-domc/r-cran-domc_1.3.5-1.dsc,domc,r-cran-domc
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-doparallel/r-cran-doparallel_1.0.11-1.dsc,doparallel,r-cran-doparallel
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dosefinding/r-cran-dosefinding_0.9-15-2.dsc,dosefinding,r-cran-dosefinding
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dosnow/r-cran-dosnow_1.0.16-1.dsc,dosnow,r-cran-dosnow
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dotcall64/r-cran-dotcall64_0.9-5.2-1.dsc,dotcall64,r-cran-dotcall64
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-downloader/r-cran-downloader_0.4-2.dsc,downloader,r-cran-downloader
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dplyr/r-cran-dplyr_0.7.4-3.dsc,dplyr,r-cran-dplyr
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-drr/r-cran-drr_0.0.2-1.dsc,drr,r-cran-drr
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dt/r-cran-dt_0.4+dfsg-1.dsc,dt,r-cran-dt
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-dynlm/r-cran-dynlm_0.3.5-2.dsc,dynlm,r-cran-dynlm
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-e1071/r-cran-e1071_1.6-8-2build1.dsc,e1071,r-cran-e1071
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-ecodist/r-cran-ecodist_2.0.1-1build1.dsc,ecodist,r-cran-ecodist
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-ellipse/r-cran-ellipse_0.4.1-1.dsc,ellipse,r-cran-ellipse
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-elliptic/r-cran-elliptic_1.3-7-2.dsc,elliptic,r-cran-elliptic
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-energy/r-cran-energy_1.7-2-1.dsc,energy,r-cran-energy
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-epi/r-cran-epi_2.19-3.dsc,epi,r-cran-epi
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-epicalc/r-cran-epicalc_2.15.1.0-3.dsc,epicalc,r-cran-epicalc
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-epir/r-cran-epir_0.9-93-1.dsc,epir,r-cran-epir
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-epitools/r-cran-epitools_1:0.5-10-1.dsc,epitools,r-cran-epitools
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-erm/r-cran-erm_0.15-7-1build2.dsc,erm,r-cran-erm
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-estimability/r-cran-estimability_1.2-2.dsc,estimability,r-cran-estimability
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-etm/r-cran-etm_0.6-2-4.dsc,etm,r-cran-etm
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-evaluate/r-cran-evaluate_0.10.1-1.dsc,evaluate,r-cran-evaluate
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-evd/r-cran-evd_2.3-2-2.dsc,evd,r-cran-evd
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-expm/r-cran-expm_0.999-2-2.dsc,expm,r-cran-expm
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-factominer/r-cran-factominer_1.39-1.dsc,factominer,r-cran-factominer
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-fail/r-cran-fail_1.3-2.dsc,fail,r-cran-fail
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-fastcluster/r-cran-fastcluster_1.1.24-1.dsc,fastcluster,r-cran-fastcluster
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-fastica/r-cran-fastica_1.2-1-1.dsc,fastica,r-cran-fastica
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-fastmatch/r-cran-fastmatch_1.1-0-1.dsc,fastmatch,r-cran-fastmatch
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-fields/r-cran-fields_9.0-3.dsc,fields,r-cran-fields
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-filehash/r-cran-filehash_2.4-1-2.dsc,filehash,r-cran-filehash
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-fitbitscraper/r-cran-fitbitscraper_0.1.8-3.dsc,fitbitscraper,r-cran-fitbitscraper
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-fitcoach/r-cran-fitcoach_1.0-2.dsc,fitcoach,r-cran-fitcoach
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-flashclust/r-cran-flashclust_1.01-2-1.dsc,flashclust,r-cran-flashclust
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-forcats/r-cran-forcats_0.3.0-1.dsc,forcats,r-cran-forcats
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-foreach/r-cran-foreach_1.4.4-1.dsc,foreach,r-cran-foreach
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-formatr/r-cran-formatr_1.5-2.dsc,formatr,r-cran-formatr
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-formula/r-cran-formula_1.2-2-1.1.dsc,formula,r-cran-formula
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-futile.logger/r-cran-futile.logger_1.4.3-2.dsc,futile.logger,r-cran-futile.logger
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-futile.options/r-cran-futile.options_1.0.0-3.dsc,futile.options,r-cran-futile.options
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-future/r-cran-future_1.7.0-1ubuntu1.dsc,future,r-cran-future
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-g.data/r-cran-g.data_2.4-2.dsc,g.data,r-cran-g.data
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-gam/r-cran-gam_1.14-4-1.dsc,gam,r-cran-gam
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-gbm/r-cran-gbm_2.1.3-2.dsc,gbm,r-cran-gbm
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-geepack/r-cran-geepack_1.2-1-1build1.dsc,geepack,r-cran-geepack
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-genabel/r-cran-genabel_1.8-0-2.dsc,genabel,r-cran-genabel
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-genabel.data/r-cran-genabel.data_1.0.0-2.dsc,genabel.data,r-cran-genabel.data
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-ggplot2/r-cran-ggplot2_2.2.1-3.dsc,ggplot2,r-cran-ggplot2
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-ggvis/r-cran-ggvis_0.4.3+dfsg-1.dsc,ggvis,r-cran-ggvis
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-git2r/r-cran-git2r_0.21.0-1build1.dsc,git2r,r-cran-git2r
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-glmnet/r-cran-glmnet_2.0-16-1.dsc,glmnet,r-cran-glmnet
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-globals/r-cran-globals_0.11.0-1.dsc,globals,r-cran-globals
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-glue/r-cran-glue_1.2.0-1.dsc,glue,r-cran-glue
http://archive.ubuntu.com/ubuntu/pool/universe/r/r-cran-gnm/r-cran-gnm_1.0-8-1build1.dsc,gnm,r-cran-gnm
